Init done.
AddPlayer: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
AddPlayer: SUCCESS
AddPlayer: FAILURE
AddPlayer: SUCCESS
AddPlayer: INVALID_INPUT
MergeGroups: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
RemovePlayer: SUCCESS
AddPlayer: SUCCESS
AddPlayer: INVALID_INPUT
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: 0.00
GetPercentOfPlayersWithScoreInBounds: 12.50
AddPlayer: SUCCESS
MergeGroups: SUCCESS
MergeGroups: SUCCESS
IncreasePlayerIDLevel: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
RemovePlayer: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
AddPlayer: INVALID_INPUT
AverageHighestPlayerLevelByGroup: INVALID_INPUT
AddPlayer: FAILURE
GetPercentOfPlayersWithScoreInBounds: 0.00
RemovePlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 2.50
AverageHighestPlayerLevelByGroup: 0.00
GetPercentOfPlayersWithScoreInBounds: 0.00
AverageHighestPlayerLevelByGroup: 0.00
AddPlayer: FAILURE
AddPlayer: SUCCESS
AddPlayer: INVALID_INPUT
AddPlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
AddPlayer: FAILURE
ChangePlayerIDScore: SUCCESS
AddPlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 4.50
MergeGroups: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: 0.00
IncreasePlayerIDLevel: SUCCESS
ChangePlayerIDScore: SUCCESS
MergeGroups: SUCCESS
RemovePlayer: INVALID_INPUT
AverageHighestPlayerLevelByGroup: 2.15
RemovePlayer: SUCCESS
RemovePlayer: SUCCESS
RemovePlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 16.67
ChangePlayerIDScore: SUCCESS
