Init done.
AddPlayer: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
AddPlayer: FAILURE
AverageHighestPlayerLevelByGroup: 0.00
AddPlayer: SUCCESS
MergeGroups: SUCCESS
AddPlayer: FAILURE
AverageHighestPlayerLevelByGroup: 0.00
AddPlayer: SUCCESS
AddPlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
AverageHighestPlayerLevelByGroup: 0.00
IncreasePlayerIDLevel: SUCCESS
GetPlayersBound: INVALID_INPUT
AddPlayer: SUCCESS
RemovePlayer: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
AddPlayer: SUCCESS
AddPlayer: INVALID_INPUT
GetPlayersBound: INVALID_INPUT
AddPlayer: SUCCESS
RemovePlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
RemovePlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
RemovePlayer: SUCCESS
IncreasePlayerIDLevel: INVALID_INPUT
AddPlayer: FAILURE
AddPlayer: SUCCESS
ChangePlayerIDScore: FAILURE
IncreasePlayerIDLevel: SUCCESS
ChangePlayerIDScore: FAILURE
GetPlayersBound: 0 1
GetPercentOfPlayersWithScoreInBounds: 100.00
GetPlayersBound: 0 0
IncreasePlayerIDLevel: SUCCESS
RemovePlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
AverageHighestPlayerLevelByGroup: 11.00
GetPlayersBound: 0 0
IncreasePlayerIDLevel: SUCCESS
AddPlayer: SUCCESS
MergeGroups: SUCCESS
AddPlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 3.20
AddPlayer: SUCCESS
MergeGroups: INVALID_INPUT
ChangePlayerIDScore: FAILURE
RemovePlayer: FAILURE
ChangePlayerIDScore: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 14.29
RemovePlayer: SUCCESS
